Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Lebanon,LBN,Arable land (% of land area),AG.LND.ARBL.ZS,,16.81329423,17.59530792,17.59530792,18.57282502,20.13685239,20.13685239,21.1143695,22.09188661,22.48289345,22.971652,23.46041056,23.46041056,23.46041056,23.16715543,22.87390029,22.58064516,22.28739003,21.89638319,21.50537634,20.52785924,20.52785924,20.33235582,20.33235582,20.33235582,19.94134897,19.55034213,18.3773216,18.18181818,17.98631476,17.88856305,17.69305963,17.59530792,17.59530792,17.59530792,17.59530792,17.88856305,18.08406647,18.27956989,12.60997067,12.60997067,11.73020528,12.70772239,13.29423265,13.32355816,13.8514174,13.29423265,13.11827957,12.02346041,12.02346041,11.14369501,12.21896383,12.90322581,12.90322581,12.90322581,13.00097752,13.39198436,13.40860215,13.40957967,13.22580645,13.22580645,
Liberia,LBR,Arable land (% of land area),AG.LND.ARBL.ZS,,3.924418605,3.903654485,3.903654485,3.872508306,3.872508306,3.841362126,3.841362126,3.820598007,3.820598007,3.799833887,3.799833887,3.799833887,3.799833887,3.799833887,3.799833887,3.799833887,3.851744186,3.851744186,3.851744186,3.851744186,3.851744186,3.893272425,3.945182724,3.945182724,3.945182724,4.049003322,4.049003322,4.15282392,4.15282392,3.63372093,3.63372093,3.63372093,3.63372093,3.63372093,3.63372093,3.63372093,3.841362126,3.945182724,4.15282392,4.15282392,4.15282392,4.15282392,4.15282392,4.15282392,4.15282392,4.15282392,4.15282392,4.464285714,4.879568106,4.983388704,5.1910299,5.1910299,5.1910299,5.1910299,5.1910299,5.1910299,5.1910299,5.1910299,5.1910299,5.1910299,
Libya,LBY,Arable land (% of land area),AG.LND.ARBL.ZS,,0.96616161,0.971844914,0.971844914,0.974686566,0.974686566,0.977528218,0.977528218,0.980369869,0.980369869,0.980369869,0.983211521,0.983211521,0.986053173,0.986053173,0.988894825,0.988894825,0.991736477,0.994578128,0.994578128,0.996283119,0.999124771,1.003103084,1.008786387,1.011628039,1.015606352,1.020152995,1.022994646,1.022994646,1.025836298,1.025836298,1.02867795,1.031519602,1.031519602,1.037202905,1.062777771,1.152573968,1.152573968,1.031519602,1.031519602,1.031519602,1.031519602,1.031519602,1.031519602,0.994578128,0.994578128,0.994578128,0.994578128,0.994578128,0.994578128,0.975254896,0.975254896,0.977528218,0.977528218,0.977528218,0.977528218,0.977528218,0.977528218,0.977528218,0.977528218,0.977528218,
St. Lucia,LCA,Arable land (% of land area),AG.LND.ARBL.ZS,,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.196721311,8.68852459,8.196721311,8.196721311,8.196721311,8.196721311,7.704918033,7.37704918,7.049180328,6.557377049,6.06557377,5.737704918,5.409836066,5.409836066,4.918032787,4.918032787,4.918032787,4.754098361,4.590163934,4.426229508,4.426229508,4.098360656,3.278688525,3.114754098,3.114754098,3.278688525,3.278688525,3.278688525,3.278688525,3.278688525,3.278688525,3.278688525,3.606557377,3.770491803,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,4.37704918,
Latin America & Caribbean,LCN,Arable land (% of land area),AG.LND.ARBL.ZS,,4.404025914,4.459728804,4.522506658,4.585533631,4.631221958,4.70421367,4.769731827,4.879642896,4.909387641,4.901664968,4.966286299,5.07231112,5.156374787,5.22485859,5.31066392,5.479312709,5.638510428,5.788889362,5.924754656,6.077453124,6.13399401,6.197764746,6.28026926,6.340258358,6.451103056,6.40324799,6.392253486,6.365902262,6.347622513,6.329038834,6.308113432,6.257941405,6.214949006,6.182808246,6.175996822,6.210608981,6.278978323,6.351407719,6.400120905,6.438611666,6.482101377,6.515536344,6.679835531,6.772062103,6.895176509,7.009449814,7.145449795,7.101106757,7.086904551,7.264802618,7.325939074,7.390628358,7.422608188,7.353299021,7.312004346,7.217371026,7.30371454,7.229449695,7.189046125,7.168188371,
Least developed countries: UN classification,LDC,Arable land (% of land area),AG.LND.ARBL.ZS,,5.663862226,5.70190639,5.789119905,5.829498372,5.877624737,5.900570434,5.925602104,5.993346543,6.024983791,6.042863555,6.040380255,6.092877229,6.0723155,6.049340984,6.080106313,6.117953317,6.116860622,6.186346132,6.184558085,6.196577737,6.183415721,6.198345917,6.225494437,6.226020918,6.302688419,6.330780631,6.343475768,6.40703092,6.437358192,6.508810554,6.558955351,6.56319203,6.705505706,6.712000648,6.834042083,6.962741316,6.994157185,7.003016033,7.057883254,7.057989069,7.13418079,7.204322963,7.474117635,7.485443134,7.651623485,7.719860109,7.863290808,8.026768439,8.245011095,8.425493395,8.566014163,8.785546055,8.892391156,8.933888382,8.977695168,9.060363234,9.133057507,9.180226976,9.184895896,9.207966012,
Low income,LIC,Arable land (% of land area),AG.LND.ARBL.ZS,,5.50057076,5.55948997,5.600752821,5.658119824,5.69860657,5.691233585,5.708954621,5.766386299,5.822977199,5.774988116,5.823494601,5.875105502,5.860230179,5.829207481,5.826706466,5.877867286,5.876961785,5.900246102,5.898693814,5.912729084,5.892484663,5.907425434,5.92786389,5.92256024,5.93607808,5.949919313,5.930709751,5.95295921,5.977213708,6.076689487,6.144925474,6.202424803,6.379385617,6.388958059,6.544962988,6.679365244,6.724640306,6.746048942,6.76014889,6.744949405,6.861365819,6.950697398,7.296791382,7.280514623,7.451883797,7.517582261,7.642463693,7.765296217,7.974598511,8.177769879,8.352437613,8.631364528,8.739916909,8.777241052,8.806181507,8.883004309,8.958897671,9.00923374,9.020065991,9.010018242,
Liechtenstein,LIE,Arable land (% of land area),AG.LND.ARBL.ZS,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24.375,21.0625,20.25,19.4375,18.625,17.8125,17,16.1875,15.375,14.5625,13.75,12.9375,12.125,11.4375,9.25,9.25,9.25,9.25,9.25,8.8125,
Sri Lanka,LKA,Arable land (% of land area),AG.LND.ARBL.ZS,,9.488119917,9.201084357,12.62956466,12.59767182,12.64551108,12.62956466,12.62956466,12.72524318,12.8209217,12.91660022,13.01227874,13.10795726,13.20363578,13.2993143,13.55445702,14.35177803,15.14909903,15.94642003,14.35177803,14.35177803,14.35177803,13.66608196,13.857439,13.90527827,13.96906395,14.14447457,14.27204593,14.31988519,14.36772445,14.35177803,14.39961729,14.43151013,14.03284963,14.08068889,14.12852815,14.14447457,14.16042099,14.17636741,14.43151013,14.59097433,14.60692075,14.92584915,15.14909903,14.35177803,17.54106203,16.74374103,15.94642003,19.13570403,19.13570403,19.13570403,20.73034604,20.73034604,20.73034604,20.73034604,21.00399076,21.16555992,21.33036046,22.17121428,22.17060617,22.17911413,
Lower middle income,LMC,Arable land (% of land area),AG.LND.ARBL.ZS,,14.05923878,14.12751245,14.3153317,14.40278738,14.58280661,14.62070268,14.68419354,14.69763422,14.8655821,14.8346525,14.71766683,14.6107847,14.93434742,14.7458664,14.7589324,14.77505382,14.54990251,14.57554024,14.57607347,14.58437054,14.45153212,14.63316498,14.53269153,14.82048764,15.05392919,15.24981681,15.38478389,15.3833719,15.44979537,15.38982185,15.44720971,16.25475037,16.30028045,16.31762348,16.4163079,16.41266512,16.48543834,16.52284302,16.61728642,16.51958117,16.45029091,16.49767902,16.64402319,16.7001626,16.6732718,16.6470091,16.69570316,16.68702318,16.61618937,16.61229596,16.70376791,16.74874344,16.78550124,16.7582121,16.80658989,16.92555579,17.00201388,17.00299134,16.93800841,17.01349326,
Low & middle income,LMY,Arable land (% of land area),AG.LND.ARBL.ZS,,9.025241827,9.077238178,9.17729657,9.237348421,9.317588209,9.348155298,9.386225001,9.43501641,9.522988846,9.493242694,9.481759848,9.50381553,9.631635189,9.595705476,9.602134513,9.664975533,9.645270754,9.705968632,9.755361893,9.798818137,9.78458586,9.921697544,9.990891502,10.2033822,10.4020412,10.46344459,10.50677337,10.50935973,10.54847041,10.56683195,10.61539768,10.53608111,10.53054243,10.50397755,10.52792857,10.52220444,10.55789842,10.55721732,10.57994915,10.53091392,10.52870096,10.55378135,10.66236523,10.68590473,10.73433584,10.76444673,10.81165325,10.80820694,10.81787694,10.88912981,10.93924711,11.01311789,11.04994557,11.03981899,11.04851408,11.0724011,11.1223661,11.11041702,11.08143321,11.09723982,
Lesotho,LSO,Arable land (% of land area),AG.LND.ARBL.ZS,,11.79183136,11.62714097,11.62714097,11.69301713,11.69301713,11.85770751,11.85770751,12.02239789,12.02239789,12.12121212,11.85770751,11.69301713,11.69301713,11.69301713,12.25296443,11.69301713,9.486166008,9.519104084,10.04611331,9.617918314,9.815546772,9.486166008,9.321475626,9.782608696,10.01317523,9.453227931,10.73781291,11.16600791,9.914361001,10.44137022,10.50724638,10.93544137,10.86956522,10.70487484,10.54018445,10.60606061,10.70487484,10.70487484,10.70487484,10.86956522,10.86956522,9.881422925,9.881422925,10.21080369,10.63899868,9.980237154,10.70487484,11.79183136,11.0342556,10.60606061,10.14492754,9.265480896,8.171936759,8.969038208,7.213438735,11.5942029,13.63636364,14.14031621,4.545454545,19.63109354,
Late-demographic dividend,LTE,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41669768,9.317674485,9.236980056,9.145371581,9.077569992,9.099145977,9.074004288,9.047373876,9.00785705,8.984782324,8.946798284,8.938875086,8.907714085,8.904340922,8.95989963,8.952854934,8.992959486,9.02796934,9.007053053,9.026724531,9.037771215,9.055272298,9.054839179,9.0835431,9.104815449,9.221184672,9.211706898,9.183056233,9.175107139,
Lithuania,LTU,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.02744097,45.11805999,41.32099553,45.72431398,45.72431398,45.9157626,46.10721123,47.11231653,45.9157626,26.02105935,26.14869177,24.3299298,25.78813019,30.41640077,29.97447352,29.28525846,29.70083765,32.76745114,33.9433586,34.87411048,36.06758784,36.54567212,37.5131684,34.66719872,34.20708151,33.58343577,33.7697589,35.32258065,35.92143085,
Luxembourg,LUX,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.08272026,24.08272026,24.08272026,24.08272026,24.08272026,23.30585832,23.30585832,23.69428929,24.08272026,23.99338114,24.06329871,24.12933198,24.3002416,24.2575142,24.31966315,24.39346504,24.02833992,24.09748064,24.12700139,24.06679459,24.13321629,
Latvia,LVA,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1264885,27.11041831,27.48003278,16.102335,17.03440629,17.33973998,17.01833609,15.86128208,15.58808877,15.39524644,15.63629936,15.37917624,16.21482636,17.54865251,19.36458451,19.0913912,18.80212769,18.7699873,18.85033828,18.60928536,18.93068925,19.41279509,19.42886528,19.76312533,20.69841066,20.73055105,20.81090202,21.19658669,21.43660614,
"Macao SAR, China",MAC,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Arable land (% of land area),AG.LND.ARBL.ZS,,14.76452928,14.76452928,14.89895595,15.01097818,15.23502263,15.45906708,15.45906708,15.68311153,15.68311153,15.85338531,15.91611776,15.97660976,16.12144298,16.1326462,16.34102622,16.39032041,16.69280753,17.15886175,16.81380238,16.87205915,17.2305624,17.40309209,17.52856823,17.55321533,17.65180372,17.8288147,18.29710957,18.31503473,18.94913735,19.50929868,19.53170513,20.01792516,20.16356711,20.44364777,19.98879677,20.3809097,20.12099485,20.23974905,19.75801031,19.6437374,19.01859736,18.82590186,20.28904324,18.39569796,18.19852117,18.06856375,18.07080439,18.041676,18.013892,17.31861976,17.48554784,18.03047278,18.21196505,17.03136903,16.79879005,18.42034506,18.86345328,17.59393054,15.4581313,17.13869594,
Monaco,MCO,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.81411622,52.92867982,53.40012143,53.84148193,54.26662618,54.28311057,54.63384989,55.07598784,55.56569343,56.23479319,56.05231144,56.13020992,55.96107056,55.7312253,55.33596838,55.39677714,55.36637276,55.24475524,55.19025875,55.12937595,55.20389531,55.23114355,52.55474453,52.70681265,52.85888078,52.84280936,51.13835057,51.38676454,51.68984874,
Madagascar,MDG,Arable land (% of land area),AG.LND.ARBL.ZS,,3.310176428,3.335970011,3.361763593,3.387557176,3.413350758,3.439144341,3.464937923,3.490731506,3.525122949,3.542318671,3.559514393,3.593905836,3.611101558,3.65237129,3.948137703,3.936100698,4.200914812,4.298930426,4.33332187,4.367713313,4.402104756,4.419300478,4.470887643,4.505279087,4.556866252,4.591257695,4.608453417,4.64284486,4.660040582,4.677236304,4.728823469,4.780410634,4.986759294,4.986759294,4.986759294,4.986759294,4.986759294,4.986759294,4.986759294,4.986759294,5.072737903,5.072737903,5.072737903,5.072737903,5.158716511,5.158716511,5.158716511,5.158716511,5.158716511,5.158716511,5.156455453,5.156455453,5.156411138,5.156411138,5.156411138,5.156411138,5.156411138,5.156411138,5.156411138,5.156411138,
Maldives,MDV,Arable land (% of land area),AG.LND.ARBL.ZS,,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,
Middle East & North Africa,MEA,Arable land (% of land area),AG.LND.ARBL.ZS,,4.399947623,4.39255425,4.40529223,4.43103542,4.463013984,4.445554935,4.463637522,4.44929616,4.461855986,4.48056211,4.539709093,4.637337246,4.700420355,4.686524327,4.636641152,4.628446059,4.57713765,4.525651087,4.604395242,4.395865754,4.47083304,4.533342004,4.534357482,4.594539752,4.636979645,4.682141734,4.742286591,4.763130632,4.755897572,4.782300024,4.973655448,5.067763501,5.158372564,5.104969157,5.098229596,5.081078722,4.998901681,5.030319118,4.969958802,4.765259993,4.835033961,4.870433137,4.910347076,4.858427623,4.875918287,4.853074924,4.874556282,4.664872049,4.627818045,4.62797281,4.626469453,4.641503432,4.62994471,4.618336843,4.628087067,4.676448186,4.766258269,4.768457761,4.707159574,4.786069983,
Mexico,MEX,Arable land (% of land area),AG.LND.ARBL.ZS,,10.03472312,9.948815556,9.907662234,9.866508912,9.82535559,9.784202269,9.737904782,9.69675146,9.655598138,9.09899946,9.099513876,9.096941794,9.114946372,9.09899946,9.111345456,9.123691453,9.147354613,9.148897863,9.046014558,9.084595797,9.053216389,9.154042028,9.428226035,9.383471797,9.584094241,9.436456699,9.894287405,10.13297667,10.6257877,11.1674683,11.5347617,11.5378482,11.59031868,11.59957818,11.60523676,11.68600015,11.72098048,11.74464364,11.78939788,11.78271046,11.90925693,11.92623267,12.1669796,11.94166517,11.98384732,12.01831323,12.09856221,11.98899149,11.90565601,11.79711412,11.68548574,11.60112143,11.56974202,11.39998457,11.3418555,11.18804496,10.42053551,10.23688881,9.979680547,10.32485403,
Marshall Islands,MHL,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,
Middle income,MIC,Arable land (% of land area),AG.LND.ARBL.ZS,,9.987858604,10.03796426,10.1540802,10.21486531,10.30596198,10.34689082,10.39051791,10.43694959,10.53349258,10.50872873,10.4808623,10.49484621,10.66163832,10.62434257,10.63318174,10.69921493,10.67437635,10.74529168,10.8085979,10.86008886,10.84749847,11.01797459,11.10048342,11.37245263,11.62167273,11.69606511,11.75647278,11.75368925,11.79685708,11.79306674,11.83623173,11.39503457,11.35336283,11.31975838,11.31755998,11.28405982,11.31784769,11.31303916,11.33741659,11.28114109,11.25542917,11.26780383,11.32925428,11.36718289,11.39099726,11.41315663,11.44484878,11.41617758,11.38598162,11.43089805,11.45613559,11.49281207,11.51521159,11.49553221,11.50012746,11.51335507,11.55813421,11.53363988,11.49663674,11.51764826,
North Macedonia,MKD,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8301219,23.9480928,23.9480928,23.8301219,23.9480928,23.5941801,23.08297287,23.1222965,21.82461659,22.33582383,19.62249312,18.52143138,18.12819505,17.61698781,17.26307511,17.08283789,16.80539041,16.65344964,16.41554322,16.41554322,16.41554322,16.37589215,16.33624108,16.41554322,16.49484536,16.53449643,16.5741475,16.61379857,16.49484536,
Mali,MLI,Arable land (% of land area),AG.LND.ARBL.ZS,,1.342413886,1.346511609,1.350609331,1.354707054,1.358804776,1.362082954,1.367000221,1.367000221,1.367000221,1.407977446,1.407977446,1.407977446,1.407977446,1.448954671,1.489931896,1.653021251,1.651382162,1.651382162,1.647284439,1.647284439,1.649743073,1.649743073,1.649743073,1.649743073,1.666133963,1.668592596,1.668592596,1.682524853,1.682524853,1.682524853,1.690720298,1.772674747,2.507806161,2.589760611,2.720068186,3.720732017,3.716634295,3.712536572,3.704341127,3.661724813,3.687950237,4.015768036,4.869733402,4.099361575,4.591907818,4.65255411,4.75991444,4.721395848,5.126578648,5.131168097,5.622894795,5.622894795,5.254099771,5.254099771,5.254099771,5.254099771,5.254099771,5.254099771,5.254099771,5.254099771,
Malta,MLT,Arable land (% of land area),AG.LND.ARBL.ZS,,53.125,50,46.875,43.75,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,37.5,37.5,40.625,40.625,40.625,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,31.25,31.25,28.125,25,25,25,28.125,28.125,29.0625,28.125,25.625,25.625,25,25,25,28.375,28.375,28.125,28.03125,28.03125,28.03125,28.34375,28.34375,28.34375,28.34375,28.34375,
Myanmar,MMR,Arable land (% of land area),AG.LND.ARBL.ZS,,15.14826942,15.16357071,15.17887199,15.19417327,15.19417327,15.20947455,15.20947455,15.20947455,15.22477584,15.2553784,15.2553784,15.2553784,14.51326621,14.52703737,14.54386878,14.56376044,14.61272455,14.62496557,14.63873673,14.6479175,14.6968816,14.71983352,14.70912262,14.6754598,14.67852006,14.68311044,14.64944762,14.6157848,14.59436301,14.63873673,14.61884506,14.58824249,14.65709826,14.58824249,14.59742326,14.60201365,14.6264957,14.62190532,14.8269425,15.16204058,15.28598097,15.09012455,15.07329314,15.1694163,15.39580017,15.81709948,16.18466153,16.36895195,16.52227154,16.54930655,16.51027874,16.46023119,16.49415079,16.56152386,16.7406748,16.77134716,16.9461509,16.97609928,16.83836372,16.88142553,
Middle East & North Africa (excluding high income),MNA,Arable land (% of land area),AG.LND.ARBL.ZS,,5.540503333,5.5297444,5.542817082,5.573821318,5.614311926,5.588050875,5.609105991,5.586894,5.599850995,5.618939424,5.691012705,5.812021777,5.887014486,5.861216066,5.789720891,5.773293197,5.699484263,5.626947896,5.723315988,5.446127576,5.537127745,5.612526232,5.589550598,5.648507509,5.680141232,5.719359459,5.773987325,5.783705116,5.756842366,5.767763312,5.994072148,6.107397784,6.222761842,6.15352027,6.1468497,6.126194768,6.020393478,6.062469198,5.988357161,5.719845348,5.807305465,5.852192403,5.907007954,5.854451724,5.876826324,5.856030746,5.884448969,5.62411208,5.591647775,5.595027589,5.595455766,5.621267914,5.612223831,5.552841263,5.557447343,5.621493471,5.731034755,5.734412135,5.654402865,5.757153546,
Montenegro,MNE,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.93680297,12.93680297,12.86245353,12.86245353,12.78810409,12.86245353,12.78810409,0.579925651,0.649070632,0.646840149,0.669144981,0.68401487,0.68401487,0.669144981,0.676579926,
Mongolia,MNG,Arable land (% of land area),AG.LND.ARBL.ZS,,0.40324698,0.467869894,0.47110104,0.549294765,0.56028066,0.571912785,0.529261662,0.502120038,0.482086935,0.480794477,0.50082758,0.501473809,0.509874788,0.517629537,0.534431495,0.613917678,0.710852049,0.745748422,0.749625797,0.763842838,0.783229712,0.808432648,0.847852625,0.862069666,0.87434802,0.843975251,0.862069666,0.88210277,0.887918832,0.885333915,0.884041457,0.880164082,0.873701791,0.853668688,0.853668688,0.853668688,0.792923149,0.869824416,0.769012671,0.758673005,0.760288578,0.761904039,0.758609749,0.755832945,0.754867934,0.754626561,0.75443394,0.768556554,0.780791925,0.7937045,0.829538215,0.847071216,0.826314,0.842958766,0.852853039,0.849796379,0.849385399,0.852397327,0.853294701,0.860657493,
Northern Mariana Islands,MNP,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,0.543478261,0.543478261,0.543478261,0.543478261,0.543478261,0.543478261,0.543478261,0.543478261,0.543478261,0.543478261,0.543478261,0.173913043,0.173913043,0.173913043,
Mozambique,MOZ,Arable land (% of land area),AG.LND.ARBL.ZS,,3.107912205,3.115542104,3.121900354,3.128258603,3.140975101,3.1460617,3.179124596,3.30628958,3.433454564,3.5415448,3.5415448,3.560619548,3.62420204,3.62420204,3.649635036,3.649635036,3.649635036,3.649635036,3.649635036,3.649635036,3.713217528,3.814949516,3.814949516,3.942114499,4.005696991,4.069279483,4.196444467,4.260026959,4.323609451,4.387191943,4.450774435,4.476207432,4.476207432,4.539789923,4.641521911,4.768686894,4.95943437,5.086599354,5.023016862,4.95943437,5.086599354,5.658841781,5.722424273,5.849589257,6.358249193,6.231084209,6.61257916,6.866909128,6.994074112,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,7.184821588,
Mauritania,MRT,Arable land (% of land area),AG.LND.ARBL.ZS,,0.259047249,0.259047249,0.259047249,0.258077035,0.257106821,0.258077035,0.259047249,0.260017464,0.269719608,0.269719608,0.231881246,0.231881246,0.219268458,0.190162026,0.186281168,0.189191811,0.190162026,0.186281168,0.189191811,0.203745028,0.223149316,0.242553604,0.261957893,0.271660037,0.291064325,0.310468614,0.329872902,0.34927719,0.368681479,0.388085767,0.397787911,0.407490055,0.418162414,0.456000776,0.48316678,0.473464636,0.473464636,0.473464636,0.473464636,0.473464636,0.436596488,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.378383623,0.436596488,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,0.388085767,
Mauritius,MUS,Arable land (% of land area),AG.LND.ARBL.ZS,,44.33497537,44.82758621,44.82758621,44.82758621,45.32019704,43.84236453,46.30541872,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,48.76847291,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,49.26108374,48.76847291,48.27586207,47.78325123,47.29064039,46.30541872,45.81280788,45.32019704,44.82758621,44.33497537,44.82758621,43.84236453,44.33497537,44.82758621,43.84236453,43.34975369,42.85714286,41.87192118,40.88669951,39.90147783,39.408867,39.408867,39.408867,38.42364532,37.43842365,36.94581281,36.94581281,36.94581281,36.94581281,36.94581281,36.94581281,36.94581281,36.94581281,
Malawi,MWI,Arable land (% of land area),AG.LND.ARBL.ZS,,13.78871447,14.84938481,15.37971998,15.91005515,18.03139584,18.56173101,18.03139584,19.09206619,19.62240136,19.09206619,20.6830717,21.21340687,21.74374204,21.74374204,21.21340687,21.21340687,21.21340687,21.74374204,21.74374204,20.15273653,21.21340687,22.27407722,21.21340687,21.74374204,21.74374204,22.80441239,22.80441239,22.80441239,23.33474756,23.86508273,24.92575308,24.3954179,24.3954179,22.27407722,24.3954179,25.45608825,25.98642342,27.57742894,28.63809928,29.16843445,30.22910479,30.22910479,31.82011031,31.82011031,33.941451,35.00212134,31.82011031,36.59312686,37.12346203,39.24480272,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,38.18413237,
Malaysia,MYS,Arable land (% of land area),AG.LND.ARBL.ZS,,2.297184599,2.367828337,2.437589408,2.468482727,2.353796987,2.365332522,2.400486988,2.633693502,2.644772485,2.894567037,2.945609496,3.065073809,3.092040785,3.057281997,3.211505098,3.161223558,3.249855425,3.271952519,3.29359306,3.220210014,3.146522599,3.027819206,3.014579212,2.894901841,2.884644651,2.723786334,2.743570233,2.775224471,2.762745396,2.832445594,2.850403287,2.81996652,2.786181708,2.824227667,2.742352762,2.715264039,2.704915538,2.662304063,2.669608888,2.644042003,2.66930452,2.944757267,2.880048699,2.88144879,2.889697154,2.709481053,2.517729417,2.649216253,2.571906863,2.600213057,2.634606605,2.6431289,2.443159336,2.447116116,2.511976868,2.514077005,2.514077005,2.514077005,2.514077005,2.514077005,
North America,NAC,Arable land (% of land area),AG.LND.ARBL.ZS,,11.98593911,11.80882628,11.96353311,11.89275087,11.85738458,11.8035903,11.74014064,12.10323271,12.56183583,12.53750427,12.50831742,12.4822203,12.46164054,12.43648137,12.44321255,12.44983339,12.46969589,12.60669199,12.6221406,12.63758921,12.65314817,12.60956101,12.62059574,12.63163046,12.64266519,12.65375508,12.53921465,12.53629045,12.53248347,12.52680059,12.52406452,12.43317095,12.35681066,12.30930618,12.30092531,12.14180459,12.06257527,12.01667082,11.9374415,11.93427865,11.93477513,11.78274146,11.64048848,11.49990699,11.35767608,11.21544516,11.06957339,10.98162078,10.8848122,10.78800362,10.69102941,10.62999612,10.67388157,10.71776702,10.76170216,10.8055324,10.83450597,10.84449876,10.84217999,10.81937876,
Namibia,NAM,Arable land (% of land area),AG.LND.ARBL.ZS,,0.778583488,0.778583488,0.778583488,0.783442044,0.783442044,0.783442044,0.78708596,0.78708596,0.78708596,0.789515238,0.791944515,0.791944515,0.791944515,0.791944515,0.791944515,0.794373793,0.794373793,0.795588432,0.795588432,0.795588432,0.795588432,0.795588432,0.801661626,0.801661626,0.801661626,0.801661626,0.801661626,0.801661626,0.801661626,0.801661626,0.801661626,0.801661626,0.847817901,0.907335204,0.991145283,0.991145283,0.991145283,0.991145283,0.991145283,0.991145283,0.991145283,0.991145283,0.989930644,0.989930644,0.988716005,0.987501366,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,0.971711062,
